Date/Time,3m T,5m T,7m T,Surface PAR
7/7/19 0:33,22.77,20.98,18.81,3
7/7/19 0:48,22.71,21.1,18.89,3
7/7/19 1:03,22.64,21.3,19.1,3
7/7/19 1:18,22.57,21.4,19.23,5
7/7/19 1:33,22.91,21.51,19.03,3
7/7/19 1:48,22.75,21.48,19.13,3
7/7/19 2:03,22.86,21.47,19.03,3
7/7/19 2:18,23.09,21.07,18.56,5
7/7/19 2:33,22.97,20.85,18.2,3
7/7/19 2:48,23.36,20.9,18.32,5
7/7/19 3:03,23.24,20.73,18.29,6
7/7/19 3:18,22.93,20.9,18.31,3
7/7/19 3:33,23.04,20.73,18.66,8
7/7/19 3:48,23.09,20.58,18.49,3
7/7/19 4:03,23.22,20.94,18.17,5
7/7/19 4:18,23.57,21.03,18.25,5
7/7/19 4:33,24.03,21.21,18.32,5
7/7/19 4:48,23.93,21.21,18.23,9
7/7/19 5:03,23.94,21.18,18.12,16
7/7/19 5:18,24.07,21.2,17.96,23
7/7/19 5:33,24.1,21.18,17.73,28
7/7/19 5:48,24.12,21.05,17.93,67
7/7/19 6:03,24.14,21,18.05,85
7/7/19 6:18,24.18,20.94,18.42,120
7/7/19 6:33,24.13,21.03,18.98,130
7/7/19 6:48,24.02,21.1,19.16,115
7/7/19 7:03,24.12,20.91,19.2,163
7/7/19 7:18,24.14,20.79,19.13,289
7/7/19 7:33,24.2,20.78,19.07,168
7/7/19 7:48,24.24,20.79,19.35,272
7/7/19 8:03,24.23,20.77,19.35,295
7/7/19 8:18,24.24,20.85,19.33,313
7/7/19 8:33,24.28,20.83,19.21,401
7/7/19 8:48,24.36,20.85,19.65,627
7/7/19 9:03,24.33,20.93,19.45,308
7/7/19 9:18,24.32,20.99,19.64,451
7/7/19 9:33,24.33,21.09,19.32,1330
7/7/19 9:48,24.23,21.03,19.34,793
7/7/19 10:03,24.24,21.06,19.35,977
7/7/19 10:18,24.23,20.91,19.25,750
7/7/19 10:33,24.28,20.95,19.31,732
7/7/19 10:48,24.32,20.94,19.09,1359
7/7/19 11:03,24.34,21.09,18.98,349
7/7/19 11:18,24.4,21.21,19.41,482
7/7/19 11:33,24.48,21.33,18.99,1083
7/7/19 11:48,24.54,21.38,18.83,507
7/7/19 12:03,24.56,21.46,18.44,1350
7/7/19 12:18,24.57,21.17,18.57,1079
7/7/19 12:33,24.57,21.09,18.67,901
7/7/19 12:48,24.61,21.08,18.66,787
7/7/19 13:03,24.69,21.21,19.01,578
7/7/19 13:18,24.6,21.04,19.09,917
7/7/19 13:33,24.65,20.91,19.09,997
7/7/19 13:48,24.65,20.7,18.75,1047
7/7/19 14:03,24.47,20.68,18.1,2010
7/7/19 14:18,24.62,20.89,18.79,431
7/7/19 14:33,24.55,20.95,18.31,1248
7/7/19 14:48,24.39,20.84,19.14,1134
7/7/19 15:03,24.66,21.23,19.22,608
7/7/19 15:18,24.49,21.17,19.26,338
7/7/19 15:33,24.2,21.22,19.53,117
7/7/19 15:48,24.28,21.2,19.22,121
7/7/19 16:03,24.32,20.95,19.28,94
7/7/19 16:18,24.25,21.03,19.25,88
7/7/19 16:33,24.3,20.97,18.89,88
7/7/19 16:48,24.35,21.34,19.48,75
7/7/19 17:03,24.35,21.11,19.97,72
7/7/19 17:18,24.4,21.39,19.53,70
7/7/19 17:33,24.46,20.98,19.09,73
7/7/19 17:48,24.46,20.9,19.38,88
7/7/19 18:03,24.66,20.87,18.65,213
7/7/19 18:18,24.74,20.95,19.55,106
7/7/19 18:33,24.8,21.04,18.56,87
7/7/19 18:48,24.84,21.39,19.31,93
7/7/19 19:03,24.76,21.63,19.51,54
7/7/19 19:18,24.78,21.87,18.23,43
7/7/19 19:33,24.82,21.89,18.38,33
7/7/19 19:48,24.72,21.46,17.93,18
7/7/19 20:03,24.7,21.36,18.09,12
7/7/19 20:18,24.79,21.21,17.94,8
7/7/19 20:33,24.76,21.42,18.1,6
7/7/19 20:48,24.72,21.43,18.01,5
7/7/19 21:03,24.74,21.44,18.08,6
7/7/19 21:18,24.7,21.46,18.23,6
7/7/19 21:33,24.63,21.46,18.18,8
7/7/19 21:48,24.62,21.42,18.36,6
7/7/19 22:03,24.6,21.29,18.36,6
7/7/19 22:18,24.55,21.15,18.54,5
7/7/19 22:33,24.53,21.16,18.69,6
7/7/19 22:48,24.5,21.18,18.75,6
7/7/19 23:03,24.46,21.24,18.65,5
7/7/19 23:18,24.43,21.3,18.91,3
7/7/19 23:33,24.42,21.34,18.94,5
7/7/19 23:48,24.41,21.37,18.62,6
7/8/19 0:03,24.39,21.31,18.33,1
7/8/19 0:18,24.38,21.36,18.31,5
7/8/19 0:33,24.35,21.3,18.58,3
7/8/19 0:48,24.33,21.27,18.66,3
7/8/19 1:03,24.35,21.3,18.7,3
7/8/19 1:18,24.35,21.32,18.76,5
7/8/19 1:33,24.33,21.4,18.85,3
7/8/19 1:48,24.36,21.42,18.74,5
7/8/19 2:03,24.33,21.44,18.79,5
7/8/19 2:18,24.27,21.47,18.79,5
7/8/19 2:33,24.26,21.48,18.7,5
7/8/19 2:48,24.28,21.47,18.66,6
7/8/19 3:03,24.27,21.47,18.71,3
7/8/19 3:18,24.22,21.47,18.52,5
7/8/19 3:33,24.18,21.47,18.48,5
7/8/19 3:48,24.13,21.48,18.61,3
7/8/19 4:03,24.09,21.5,18.58,5
7/8/19 4:18,24.13,21.52,18.61,5
7/8/19 4:33,24.16,21.56,18.71,3
7/8/19 4:48,24.14,21.65,18.57,8
7/8/19 5:03,24.16,21.73,18.57,14
7/8/19 5:18,24.14,21.73,18.52,21
7/8/19 5:33,24.14,21.7,18.75,25
7/8/19 5:48,24.17,21.72,18.81,40
7/8/19 6:03,24.17,21.76,18.65,55
7/8/19 6:18,24.19,21.78,18.6,118
7/8/19 6:33,24.2,21.83,18.71,213
7/8/19 6:48,24.21,21.82,18.56,163
7/8/19 7:03,24.23,21.81,18.66,139
7/8/19 7:18,24.26,21.79,18.49,180
7/8/19 7:33,24.26,21.79,18.57,379
7/8/19 7:48,24.29,21.72,18.45,365
7/8/19 8:03,24.3,21.85,18.32,361
7/8/19 8:18,24.28,21.85,18.25,274
7/8/19 8:33,24.24,21.89,18.16,391
7/8/19 8:48,24.19,21.92,17.92,660
7/8/19 9:03,24.17,21.91,18.01,244
7/8/19 9:18,24.14,21.75,18,409
7/8/19 9:33,24.13,21.7,17.96,588
7/8/19 9:48,24.11,21.74,17.92,762
7/8/19 10:03,24.11,21.74,17.82,474
7/8/19 10:18,24.13,21.78,17.88,826
7/8/19 10:33,24.14,21.75,17.99,572
7/8/19 10:48,24.16,21.78,18.08,1329
7/8/19 11:03,24.2,21.77,18.22,572
7/8/19 11:18,24.21,21.82,17.96,1516
7/8/19 11:33,24.22,21.82,18.34,986
7/8/19 11:48,24.22,21.85,18.22,832
7/8/19 12:03,24.22,21.89,17.92,790
7/8/19 12:18,24.23,21.91,17.96,1025
7/8/19 12:33,24.23,21.84,18.24,736
7/8/19 12:48,24.24,21.89,18.32,820
7/8/19 13:03,24.24,21.95,18.56,560
7/8/19 13:18,24.25,21.9,18.61,739
7/8/19 13:33,24.26,21.93,18.34,1323
7/8/19 13:48,24.26,21.87,17.98,1047
7/8/19 14:03,24.27,21.92,18.02,961
7/8/19 14:18,24.27,21.9,18.66,1220
7/8/19 14:33,24.27,21.79,18.03,588
7/8/19 14:48,24.26,21.77,18.42,675
7/8/19 15:03,24.26,21.88,18.1,1043
7/8/19 15:18,24.27,21.79,18.46,467
7/8/19 15:33,24.25,21.74,18.56,204
7/8/19 15:48,24.33,21.78,18.42,200
7/8/19 16:03,24.32,22.02,18.63,150
7/8/19 16:18,24.36,22.26,18.42,130
7/8/19 16:33,24.38,21.43,18.12,108
7/8/19 16:48,24.38,21.4,18.07,121
7/8/19 17:03,24.48,21.59,17.82,100
7/8/19 17:18,24.51,21.96,17.67,99
7/8/19 17:33,24.51,21.51,17.83,81
7/8/19 17:48,24.58,21.57,17.84,90
7/8/19 18:03,24.63,21.51,17.82,85
7/8/19 18:18,24.65,21.23,17.97,64
7/8/19 18:33,24.66,21.3,17.74,57
7/8/19 18:48,24.63,21.26,17.86,60
7/8/19 19:03,24.59,21.31,17.81,52
7/8/19 19:18,24.31,21.47,17.86,40
7/8/19 19:33,24.3,21.52,18.12,25
7/8/19 19:48,24.23,21.56,18.15,18
7/8/19 20:03,24.19,21.64,18.19,9
7/8/19 20:18,24.21,21.6,18.01,9
7/8/19 20:33,24.17,21.5,18,8
7/8/19 20:48,24.17,21.18,18.16,9
7/8/19 21:03,24.17,21.05,18.09,9
7/8/19 21:18,24.19,20.85,18.25,6
7/8/19 21:33,24.23,20.89,18.11,8
7/8/19 21:48,24.22,20.89,17.98,8
7/8/19 22:03,24.24,20.94,17.87,6
7/8/19 22:18,24.25,20.96,17.87,5
7/8/19 22:33,24.26,20.98,17.83,8
7/8/19 22:48,24.27,20.83,18.05,6
7/8/19 23:03,24.27,20.84,18.16,9
7/8/19 23:18,24.29,20.64,18.61,6
7/8/19 23:33,24.26,20.55,18.71,8
7/8/19 23:48,24.24,20.59,18.55,8
7/9/19 0:03,24.23,20.61,18.53,5
7/9/19 0:18,24.21,20.62,18.42,6
7/9/19 0:33,24.19,20.64,18.17,8
7/9/19 0:48,24.16,20.66,18.14,8
7/9/19 1:03,24.16,20.7,18.07,6
7/9/19 1:18,24.18,20.84,18.4,3
7/9/19 1:33,24.19,20.85,18.31,5
7/9/19 1:48,24.19,20.86,18.68,3
7/9/19 2:03,24.18,20.89,18.51,3
7/9/19 2:18,24.18,20.93,18.25,5
7/9/19 2:33,24.21,20.95,17.86,5
7/9/19 2:48,24.18,20.97,18.17,5
7/9/19 3:03,24.15,20.99,18.08,6
7/9/19 3:18,24.14,21.05,18.11,3
7/9/19 3:33,24.15,20.97,18.16,3
7/9/19 3:48,24.16,20.92,18.33,5
7/9/19 4:03,24.18,20.94,18.29,5
7/9/19 4:18,24.2,20.98,18.5,3
7/9/19 4:33,24.21,20.99,18.4,3
7/9/19 4:48,24.21,20.99,18.35,5
7/9/19 5:03,24.2,21.02,18.32,12
7/9/19 5:18,24.2,20.95,18.41,19
7/9/19 5:33,24.19,21.04,18.2,33
7/9/19 5:48,24.18,21.12,18.2,51
7/9/19 6:03,24.17,21.15,18.2,81
7/9/19 6:18,24.14,21.01,18.22,133
7/9/19 6:33,24.14,20.97,18.24,139
7/9/19 6:48,24.14,20.92,18.15,195
7/9/19 7:03,24.01,20.86,18.14,268
7/9/19 7:18,23.81,20.89,18.04,215
7/9/19 7:33,23.86,20.96,18.12,209
7/9/19 7:48,23.66,20.92,18.24,350
7/9/19 8:03,23.71,20.92,18.27,307
7/9/19 8:18,23.58,20.9,18.2,251
7/9/19 8:33,23.54,20.97,18,286
7/9/19 8:48,23.53,20.91,17.86,364
7/9/19 9:03,23.51,20.9,17.79,379
7/9/19 9:18,23.46,20.75,17.72,483
7/9/19 9:33,23.15,20.69,17.66,792
7/9/19 9:48,23.3,20.77,17.74,648
7/9/19 10:03,23.26,20.79,17.84,542
7/9/19 10:18,23.4,20.78,17.9,483
7/9/19 10:33,23.26,20.81,17.94,431
7/9/19 10:48,23.27,20.89,17.95,566
7/9/19 11:03,23.29,20.89,18.04,673
7/9/19 11:18,23.28,20.79,18.05,510
7/9/19 11:33,23.04,20.65,18.09,477
7/9/19 11:48,23.08,20.56,18.37,871
7/9/19 12:03,23.11,20.49,18.48,570
7/9/19 12:18,23.22,20.39,18.52,395
7/9/19 12:33,23.33,20.32,18.99,391
7/9/19 12:48,23.25,20.34,18.95,485
7/9/19 13:03,23.08,20.38,18.9,444
7/9/19 13:18,22.93,20.52,18.8,367
7/9/19 13:33,23.03,20.74,19.18,364
7/9/19 13:48,23.43,20.73,19.09,349
7/9/19 14:03,23.48,20.72,19.25,500
7/9/19 14:18,23.44,20.82,19.25,367
7/9/19 14:33,23.46,20.61,19.23,1027
7/9/19 14:48,23.44,20.73,18.96,542
7/9/19 15:03,23.52,20.67,18.9,745
7/9/19 15:18,23.49,20.7,19.07,578
7/9/19 15:33,23.5,20.82,19.25,561
7/9/19 15:48,23.85,20.8,19.28,624
7/9/19 16:03,24.07,20.82,19.24,168
7/9/19 16:18,23.79,20.75,18.6,139
7/9/19 16:33,23.71,20.7,18.77,150
7/9/19 16:48,23.68,20.66,18.68,132
7/9/19 17:03,24.02,20.7,18.72,117
7/9/19 17:18,24.15,20.7,18.8,135
7/9/19 17:33,24.11,20.8,18.9,166
7/9/19 17:48,24.09,20.69,18.97,160
7/9/19 18:03,24.09,20.69,19.03,121
7/9/19 18:18,23.73,20.61,19.07,112
7/9/19 18:33,23.69,20.63,18.82,97
7/9/19 18:48,23.66,20.53,18.85,84
7/9/19 19:03,23.63,20.49,19.07,46
7/9/19 19:18,23.58,20.56,19.15,46
7/9/19 19:33,23.38,20.68,18.62,32
7/9/19 19:48,23.4,20.64,18.61,16
7/9/19 20:03,23.43,20.69,18.45,10
7/9/19 20:18,23.26,20.74,18.56,8
7/9/19 20:33,22.86,20.81,18.32,9
7/9/19 20:48,22.65,20.68,18.26,8
7/9/19 21:03,22.71,20.8,18.38,6
7/9/19 21:18,22.78,20.8,18.49,8
7/9/19 21:33,22.77,20.92,18.59,9
7/9/19 21:48,22.69,21.06,18.79,9
7/9/19 22:03,22.75,21.14,18.98,8
7/9/19 22:18,22.75,21.08,19.04,9
7/9/19 22:33,22.66,21.05,19.08,8
7/9/19 22:48,23.06,20.98,19.12,8
7/9/19 23:03,23.67,21.13,19.25,6
7/9/19 23:18,23.41,21.21,19.26,8
7/9/19 23:33,23.75,21.32,19.35,6
7/9/19 23:48,23.87,21.43,19.45,6
7/10/19 0:03,23.69,21.53,19.36,6
7/10/19 0:18,24,21.58,19.42,6
7/10/19 0:33,23.92,21.68,19.51,9
7/10/19 0:48,23.89,21.72,19.47,8
7/10/19 1:03,23.87,21.69,19.47,8
7/10/19 1:18,24.07,21.65,19.49,5
7/10/19 1:33,24.1,21.72,19.51,3
7/10/19 1:48,24.14,21.76,19.51,3
7/10/19 2:03,24.16,21.84,19.61,5
7/10/19 2:18,24.15,21.77,19.48,5
7/10/19 2:33,24.18,21.77,19.19,5
7/10/19 2:48,24.12,21.77,19.37,5
7/10/19 3:03,24.09,21.73,19.45,3
7/10/19 3:18,24.02,21.73,19.25,3
7/10/19 3:33,24.02,21.59,18.96,1
7/10/19 3:48,24.06,21.47,18.97,5
7/10/19 4:03,24.02,21.44,18.87,5
7/10/19 4:18,24,21.5,18.99,3
7/10/19 4:33,23.99,21.6,18.86,6
7/10/19 4:48,23.98,21.5,18.9,6
7/10/19 5:03,23.96,21.53,18.82,10
7/10/19 5:18,23.91,21.47,18.81,15
7/10/19 5:33,23.86,21.61,18.8,27
7/10/19 5:48,23.83,21.55,18.79,52
7/10/19 6:03,23.82,21.59,18.78,73
7/10/19 6:18,23.73,21.61,18.72,126
7/10/19 6:33,23.71,21.59,18.56,182
7/10/19 6:48,23.64,21.51,18.61,214
7/10/19 7:03,23.61,21.52,18.16,223
7/10/19 7:18,23.6,21.67,17.24,151
7/10/19 7:33,23.57,21.53,17.17,172
7/10/19 7:48,23.58,21.45,17.35,274
7/10/19 8:03,23.59,21.4,17.6,260
7/10/19 8:18,23.6,21.26,17.21,364
7/10/19 8:33,23.61,21.12,17.26,396
7/10/19 8:48,23.62,21.17,17.38,416
7/10/19 9:03,23.62,21.29,17.42,414
7/10/19 9:18,23.65,21.15,17.38,394
7/10/19 9:33,23.67,20.98,17.47,524
7/10/19 9:48,23.7,20.82,17.66,627
7/10/19 10:03,23.7,20.97,17.63,545
7/10/19 10:18,23.7,20.99,17.68,572
7/10/19 10:33,23.68,21.02,17.64,602
7/10/19 10:48,23.68,21.06,17.81,566
7/10/19 11:03,23.68,21.08,17.89,581
7/10/19 11:18,23.68,21.12,17.99,657
7/10/19 11:33,23.69,21.15,18.09,602
7/10/19 11:48,23.73,21.24,18.1,667
7/10/19 12:03,23.76,21.31,18.12,557
7/10/19 12:18,23.77,21.45,17.95,835
7/10/19 12:33,23.8,21.45,17.97,818
7/10/19 12:48,23.8,21.56,18.09,780
7/10/19 13:03,23.87,21.51,18.25,645
7/10/19 13:18,23.91,21.57,18.36,626
7/10/19 13:33,23.93,21.62,18.37,652
7/10/19 13:48,23.92,21.67,18.45,626
7/10/19 14:03,23.93,21.92,18.31,657
7/10/19 14:18,23.95,21.97,18.3,688
7/10/19 14:33,23.96,22.02,18.27,708
7/10/19 14:48,23.95,22.05,18.3,838
7/10/19 15:03,23.95,22.15,18.44,462
7/10/19 15:18,23.96,22.11,18.54,748
7/10/19 15:33,23.94,21.9,18.69,358
7/10/19 15:48,23.96,22.16,18.58,325
7/10/19 16:03,23.98,22.08,18.66,298
7/10/19 16:18,23.99,22.06,18.61,262
7/10/19 16:33,24.03,21.94,18.74,208
7/10/19 16:48,24.01,21.93,18.55,204
7/10/19 17:03,23.98,21.89,18.63,144
7/10/19 17:18,24.06,21.92,18.81,88
7/10/19 17:33,24.01,21.94,18.59,30
7/10/19 17:48,23.98,21.9,18.69,28
7/10/19 18:03,24,21.98,18.58,64
7/10/19 18:18,24.01,22.03,18.55,39
7/10/19 18:33,24.06,22.15,18.44,18
7/10/19 18:48,23.93,22.16,18.67,18
7/10/19 19:03,23.96,22.22,18.12,14
7/10/19 19:18,23.98,22.38,18.35,14
7/10/19 19:33,24.04,22.16,18.21,25
7/10/19 19:48,24.04,22,18.39,19
7/10/19 20:03,24.08,22.33,18.33,8
7/10/19 20:18,24.12,22.46,18.77,6
7/10/19 20:33,24.21,22.45,18.75,8
7/10/19 20:48,24.52,22.52,18.81,6
7/10/19 21:03,24.26,22.27,18.98,8
7/10/19 21:18,24.47,22.04,18.87,8
7/10/19 21:33,24.41,22.1,18.84,8
7/10/19 21:48,24.5,22.16,18.83,5
7/10/19 22:03,24.52,22.16,19.13,8
7/10/19 22:18,24.55,22.2,19.05,6
7/10/19 22:33,24.55,22.25,18.94,8
7/10/19 22:48,24.55,22.2,19.06,8
7/10/19 23:03,24.53,22.11,18.85,6
7/10/19 23:18,24.5,22.07,18.73,8
7/10/19 23:33,24.44,22.1,18.62,8
7/10/19 23:48,24.41,22.19,18.74,6
7/11/19 0:03,24.38,22.35,18.71,6
7/11/19 0:18,24.31,22.35,18.52,6
7/11/19 0:33,24.25,22.46,18.48,6
7/11/19 0:48,24.24,22.52,18.55,6
7/11/19 1:03,24.23,22.54,18.48,5
7/11/19 1:18,24.24,22.39,18.51,5
7/11/19 1:33,24.24,22.51,18.58,6
7/11/19 1:48,24.21,22.34,18.5,5
7/11/19 2:03,24.22,22.23,18.41,5
7/11/19 2:18,24.24,22.15,18.2,5
7/11/19 2:33,24.24,22.28,18.2,8
7/11/19 2:48,24.23,22.19,18.28,3
7/11/19 3:03,24.23,22.3,18.4,6
7/11/19 3:18,24.25,22.1,18.25,5
7/11/19 3:33,24.26,22.15,18.17,5
7/11/19 3:48,24.27,22.1,17.95,3
7/11/19 4:03,24.32,22.1,17.87,6
7/11/19 4:18,24.35,22.08,17.95,3
7/11/19 4:33,24.36,21.85,18.04,5
7/11/19 4:48,24.33,21.75,18.03,6
7/11/19 5:03,24.34,21.47,18.18,10
7/11/19 5:18,24.33,21.39,18.06,21
7/11/19 5:33,24.31,21.4,17.82,34
7/11/19 5:48,24.29,21.47,17.8,49
7/11/19 6:03,24.27,21.41,17.7,63
7/11/19 6:18,24.27,21.49,17.68,114
7/11/19 6:33,24.26,21.52,17.49,168
7/11/19 6:48,24.27,21.51,17.63,209
7/11/19 7:03,24.28,21.36,17.82,190
7/11/19 7:18,24.27,21.39,17.79,222
7/11/19 7:33,24.28,21.27,17.82,438
7/11/19 7:48,24.28,21.41,17.93,235
7/11/19 8:03,24.28,21.53,17.82,409
7/11/19 8:18,24.25,21.6,17.88,302
7/11/19 8:33,24.25,21.84,17.65,289
7/11/19 8:48,24.26,21.72,17.84,516
7/11/19 9:03,24.3,21.64,17.84,513
7/11/19 9:18,24.31,21.59,17.68,614
7/11/19 9:33,24.32,21.43,17.93,477
7/11/19 9:48,24.35,21.51,18.27,569
7/11/19 10:03,24.35,21.47,18.15,610
7/11/19 10:18,24.35,21.59,18.2,614
7/11/19 10:33,24.36,21.7,18.33,760
7/11/19 10:48,24.35,21.71,18.42,603
7/11/19 11:03,24.35,21.8,18.55,597
7/11/19 11:18,24.36,21.78,18.63,606
7/11/19 11:33,24.37,21.99,18.73,624
7/11/19 11:48,24.39,22.61,18.77,546
7/11/19 12:03,24.38,22.7,19.07,575
7/11/19 12:18,24.53,22.85,19.38,733
7/11/19 12:33,24.51,22.95,19.42,865
7/11/19 12:48,24.54,23.1,19.42,714
7/11/19 13:03,24.61,23.42,19.4,754
7/11/19 13:18,24.61,23.45,19.36,271
7/11/19 13:33,24.65,23.56,19.29,158
7/11/19 13:48,24.62,23.68,19.31,214
7/11/19 14:03,24.55,23.69,19.38,251
7/11/19 14:18,24.67,23.76,19.32,196
7/11/19 14:33,24.68,23.77,19.57,238
7/11/19 14:48,24.73,23.75,19.49,256
7/11/19 15:03,24.74,23.63,19.41,142
7/11/19 15:18,24.72,24.28,19.79,136
7/11/19 15:33,24.71,24.49,19.7,177
7/11/19 15:48,24.71,24.5,19.87,205
7/11/19 16:03,24.7,24.6,19.59,310
7/11/19 16:18,24.72,24.6,19.66,242
7/11/19 16:33,24.72,24.62,19.73,186
7/11/19 16:48,24.73,24.63,19.74,186
7/11/19 17:03,24.76,24.56,19.87,165
7/11/19 17:18,24.74,24.59,19.85,163
7/11/19 17:33,24.73,24.64,19.97,139
7/11/19 17:48,24.75,24.62,19.97,52
7/11/19 18:03,24.72,24.61,19.85,28
7/11/19 18:18,24.75,24.66,19.83,39
7/11/19 18:33,24.75,24.62,19.91,32
7/11/19 18:48,24.74,24.64,20.06,21
7/11/19 19:03,24.74,24.65,20.39,15
7/11/19 19:18,24.73,24.66,20.13,12
7/11/19 19:33,24.72,24.66,19.9,9
7/11/19 19:48,24.7,24.64,19.92,9
7/11/19 20:03,24.67,24.62,20.07,9
7/11/19 20:18,24.66,24.6,20.12,6
7/11/19 20:33,24.65,24.59,20.49,5
7/11/19 20:48,24.62,24.55,20.2,8
7/11/19 21:03,24.61,24.55,20.01,6
7/11/19 21:18,24.62,24.55,19.89,8
7/11/19 21:33,24.6,24.54,20.06,6
7/11/19 21:48,24.59,24.51,19.83,9
7/11/19 22:03,24.57,24.52,20,5
7/11/19 22:18,24.55,24.49,19.94,6
7/11/19 22:33,24.54,24.47,20.06,8
7/11/19 22:48,24.49,24.44,19.55,5
7/11/19 23:03,24.47,24.42,19.37,6
7/11/19 23:18,24.47,24.41,19.06,8
7/11/19 23:33,24.45,24.4,19.12,8
7/11/19 23:48,24.44,24.39,19.24,6
7/12/19 0:03,24.4,24.35,19.14,6
7/12/19 0:18,24.41,24.34,19,6
7/12/19 0:33,24.39,24.34,18.9,6
7/12/19 0:48,24.39,24.34,18.91,6
7/12/19 1:03,24.37,24.32,18.56,5
7/12/19 1:18,24.35,24.29,18.44,3
7/12/19 1:33,24.34,24.27,18.12,5
7/12/19 1:48,24.32,24.27,18.12,5
7/12/19 2:03,24.3,24.25,18.53,3
7/12/19 2:18,24.3,24.24,18.73,5
7/12/19 2:33,24.32,24.24,19,5
7/12/19 2:48,24.31,24.24,19.03,3
7/12/19 3:03,24.33,24.28,18.95,5
7/12/19 3:18,24.33,24.26,18.86,5
7/12/19 3:33,24.33,24.25,18.92,3
7/12/19 3:48,24.32,24.26,18.82,6
7/12/19 4:03,24.32,24.26,19.28,3
7/12/19 4:18,24.3,24.25,19.17,5
7/12/19 4:33,24.29,24.23,19.33,3
7/12/19 4:48,24.26,24.22,19.22,5
7/12/19 5:03,24.25,24.21,18.82,6
7/12/19 5:18,24.25,24.19,18.95,3
7/12/19 5:33,24.24,24.18,18.97,9
7/12/19 5:48,24.22,24.17,19.01,9
7/12/19 6:03,24.21,24.16,19.08,12
7/12/19 6:18,24.21,24.15,18.87,15
7/12/19 6:33,24.2,24.15,18.84,14
7/12/19 6:48,24.19,24.15,18.76,15
7/12/19 7:03,24.2,24.13,18.52,21
7/12/19 7:18,24.19,24.12,18.64,23
7/12/19 7:33,24.17,24.11,18.64,23
7/12/19 7:48,24.17,24.12,18.52,28
7/12/19 8:03,24.17,24.1,18.43,52
7/12/19 8:18,24.16,24.1,18.11,70
7/12/19 8:33,24.16,24.09,17.81,90
7/12/19 8:48,24.15,24.08,17.66,85
7/12/19 9:03,24.15,24.08,17.54,85
7/12/19 9:18,24.15,24.07,17.89,90
7/12/19 9:33,24.14,24.08,17.87,91
7/12/19 9:48,24.14,24.07,17.47,123
7/12/19 10:03,24.14,23.99,17.52,156
7/12/19 10:18,24.13,24.06,17.43,141
7/12/19 10:33,24.13,24.06,17.62,120
7/12/19 10:48,24.13,24.06,17.73,169
7/12/19 11:03,24.13,24.06,17.84,250
7/12/19 11:18,24.13,24.05,17.89,190
7/12/19 11:33,24.12,24.05,17.78,422
7/12/19 11:48,24.12,24.06,17.8,305
7/12/19 12:03,24.13,24.06,17.58,259
7/12/19 12:18,24.15,24.05,17.68,317
7/12/19 12:33,24.16,24.01,17.8,412
7/12/19 12:48,24.17,24.03,17.89,374
7/12/19 13:03,24.16,23.59,17.78,316
7/12/19 13:18,24.16,23,17.64,518
7/12/19 13:33,24.17,22.88,17.69,404
7/12/19 13:48,24.16,23.07,17.84,437
7/12/19 14:03,24.16,22.74,17.96,340
7/12/19 14:18,24.15,22.69,18.32,238
7/12/19 14:33,24.15,22.69,18.38,262
7/12/19 14:48,24.15,22.83,18.54,302
7/12/19 15:03,24.16,22.79,18.34,328
7/12/19 15:18,24.16,22.93,18.08,521
7/12/19 15:33,24.14,22.96,18.18,271
7/12/19 15:48,24.14,23.12,18.15,292
7/12/19 16:03,24.14,23.14,17.93,186
7/12/19 16:18,24.14,23.35,17.74,247
7/12/19 16:33,24.14,23.14,17.73,115
7/12/19 16:48,24.15,23.15,17.8,217
7/12/19 17:03,24.16,23.32,17.91,233
7/12/19 17:18,24.15,23.29,18.14,208
7/12/19 17:33,24.16,23.22,18.43,181
7/12/19 17:48,24.17,23.43,18.55,138
7/12/19 18:03,24.16,23.44,18.67,121
7/12/19 18:18,24.16,23.45,18.82,108
7/12/19 18:33,24.17,23.63,18.86,45
7/12/19 18:48,24.18,23.59,18.94,60
7/12/19 19:03,24.18,23.33,19.05,82
7/12/19 19:18,24.22,23.52,19.27,51
7/12/19 19:33,24.23,23.53,19.52,27
7/12/19 19:48,24.24,23.55,19.32,15
7/12/19 20:03,24.27,23.47,19.38,8
7/12/19 20:18,24.3,23.21,19.23,8
7/12/19 20:33,24.22,23.28,19.41,6
7/12/19 20:48,24.2,23.12,19.65,6
7/12/19 21:03,24.2,22.7,19.47,3
7/12/19 21:18,24.18,22.57,18.45,6
7/12/19 21:33,24.19,22.74,18.68,3
7/12/19 21:48,24.19,22.81,18.47,5
7/12/19 22:03,24.2,22.9,18.53,5
7/12/19 22:18,24.19,22.88,18.59,5
7/12/19 22:33,24.18,22.94,18.69,5
7/12/19 22:48,24.18,23.05,18.74,1
7/12/19 23:03,24.18,23.09,18.85,1
7/12/19 23:18,24.16,23.1,18.85,6
7/12/19 23:33,24.16,23.17,18.92,3
7/12/19 23:48,24.17,23.2,18.96,5
7/13/19 0:03,24.17,23.22,19.09,5
7/13/19 0:18,24.17,23.24,19.19,5
7/13/19 0:33,24.17,23.24,19.32,5
7/13/19 0:48,24.18,23.24,19.42,5
7/13/19 1:03,24.19,23.31,19.45,3
7/13/19 1:18,24.18,23.32,19.76,5
7/13/19 1:33,24.2,23.36,19.7,6
7/13/19 1:48,24.17,23.45,19.61,3
